data,unidade_id,tipo_unidade,metragem,valor_cota,pagou,dias_atraso,valor_pago,despesa_total,obra_extraordinaria
2020-01-01,Apt027,apartamento,39,589.6,True,0,589.6,33048.31668725768,0.0
2020-01-01,Apt028,apartamento,39,590.39,True,0,590.39,33048.31668725768,0.0
2020-01-01,Apt029,apartamento,39,583.64,True,0,583.64,33048.31668725768,0.0
2020-01-01,Apt030,apartamento,32,550.24,True,0,550.24,33048.31668725768,0.0
2020-01-01,Apt031,apartamento,39,559.31,True,0,559.31,33048.31668725768,0.0
2020-01-01,Apt032,apartamento,39,493.47,True,0,493.47,33048.31668725768,0.0
2020-01-01,Apt033,apartamento,39,480.75,True,0,480.75,33048.31668725768,0.0
2020-01-01,Apt034,apartamento,44,609.41,True,0,609.41,33048.31668725768,0.0
2020-01-01,Apt035,apartamento,55,561.49,True,0,561.49,33048.31668725768,0.0
2020-01-01,Apt036,apartamento,39,535.14,True,0,535.14,33048.31668725768,0.0
2020-01-01,Apt037,apartamento,39,581.49,True,0,581.49,33048.31668725768,0.0
2020-01-01,Apt038,apartamento,39,559.77,True,0,559.77,33048.31668725768,0.0
2020-01-01,Apt039,apartamento,39,536.51,True,0,536.51,33048.31668725768,0.0
2020-01-01,Apt040,apartamento,39,496.34,False,45,372.1,33048.31668725768,0.0
2020-01-01,Apt041,apartamento,39,547.86,False,29,289.09,33048.31668725768,0.0
2020-01-01,Apt042,apartamento,39,494.85,True,0,494.85,33048.31668725768,0.0
2020-01-01,Apt043,apartamento,32,468.03,True,0,468.03,33048.31668725768,0.0
2020-01-01,Apt044,apartamento,44,593.12,True,0,593.12,33048.31668725768,0.0
2020-01-01,Apt045,apartamento,39,500.0,True,0,500.0,33048.31668725768,0.0
2020-01-01,Apt046,apartamento,39,585.79,True,0,585.79,33048.31668725768,0.0
2020-01-01,Apt047,apartamento,39,562.41,True,0,562.41,33048.31668725768,0.0
2020-01-01,Apt048,apartamento,39,500.05,True,0,500.05,33048.31668725768,0.0
2020-01-01,Apt049,apartamento,39,540.38,True,0,540.38,33048.31668725768,0.0
2020-01-01,Apt050,apartamento,39,541.41,False,44,500.09,33048.31668725768,0.0
2020-01-01,Apt051,apartamento,55,582.13,True,0,582.13,33048.31668725768,0.0
2020-01-01,Apt052,apartamento,39,565.59,True,0,565.59,33048.31668725768,0.0
2020-01-01,Apt053,apartamento,44,564.95,True,0,564.95,33048.31668725768,0.0
2020-01-01,Apt054,apartamento,44,570.39,True,0,570.39,33048.31668725768,0.0
2020-01-01,Apt055,apartamento,39,513.42,True,0,513.42,33048.31668725768,0.0
2020-01-01,Apt056,apartamento,44,596.18,False,27,480.23,33048.31668725768,0.0
2020-01-01,Apt057,apartamento,39,516.23,True,0,516.23,33048.31668725768,0.0
2020-01-01,Apt058,apartamento,39,582.71,True,0,582.71,33048.31668725768,0.0
2020-01-01,Apt059,apartamento,32,535.94,True,0,535.94,33048.31668725768,0.0
2020-01-01,Apt060,apartamento,39,583.03,True,0,583.03,33048.31668725768,0.0
2020-01-01,Apt061,apartamento,39,517.73,True,0,517.73,33048.31668725768,0.0
2020-01-01,Apt062,apartamento,39,527.36,True,0,527.36,33048.31668725768,0.0
2020-01-01,Apt063,apartamento,39,491.55,False,24,260.66,33048.31668725768,0.0
2020-01-01,Apt064,apartamento,39,585.89,True,0,585.89,33048.31668725768,0.0
2020-01-01,Apt065,apartamento,39,558.6,True,0,558.6,33048.31668725768,0.0
2020-01-01,Apt066,apartamento,39,529.6,True,0,529.6,33048.31668725768,0.0
2020-01-01,Apt067,apartamento,39,528.39,True,0,528.39,33048.31668725768,0.0
2020-01-01,Apt068,apartamento,39,575.9,True,0,575.9,33048.31668725768,0.0
2020-01-01,Apt069,apartamento,39,514.01,True,0,514.01,33048.31668725768,0.0
2020-01-01,Apt070,apartamento,55,513.09,True,0,513.09,33048.31668725768,0.0
2020-01-01,Apt071,apartamento,39,516.54,True,0,516.54,33048.31668725768,0.0
2020-01-01,Apt072,apartamento,39,584.21,True,0,584.21,33048.31668725768,0.0
2020-01-01,Apt073,apartamento,32,518.35,True,0,518.35,33048.31668725768,0.0
2020-01-01,Apt074,apartamento,39,536.34,True,0,536.34,33048.31668725768,0.0
2020-01-01,Apt075,apartamento,39,543.37,True,0,543.37,33048.31668725768,0.0
2020-01-01,Apt076,apartamento,39,481.65,True,0,481.65,33048.31668725768,0.0
2020-01-01,Apt077,apartamento,39,544.99,True,0,544.99,33048.31668725768,0.0
2020-01-01,Apt078,apartamento,39,549.35,True,0,549.35,33048.31668725768,0.0
2020-01-01,Apt079,apartamento,39,569.66,True,0,569.66,33048.31668725768,0.0
2020-01-01,Apt080,apartamento,39,569.36,True,0,569.36,33048.31668725768,0.0
2020-01-01,Apt081,apartamento,44,536.91,False,37,462.35,33048.31668725768,0.0
2020-01-01,Apt082,apartamento,39,547.47,True,0,547.47,33048.31668725768,0.0
2020-01-01,Apt083,apartamento,39,514.6,True,0,514.6,33048.31668725768,0.0
2020-01-01,Apt084,apartamento,39,557.23,True,0,557.23,33048.31668725768,0.0
2020-01-01,Apt085,apartamento,39,576.31,True,0,576.31,33048.31668725768,0.0
2020-01-01,Apt086,apartamento,39,483.01,True,0,483.01,33048.31668725768,0.0
2020-01-01,Apt087,apartamento,39,553.37,True,0,553.37,33048.31668725768,0.0
2020-01-01,Apt088,apartamento,39,518.82,True,0,518.82,33048.31668725768,0.0
2020-01-01,Apt089,apartamento,44,497.74,True,0,497.74,33048.31668725768,0.0
2020-01-01,Apt090,apartamento,39,572.2,True,0,572.2,33048.31668725768,0.0
2020-01-01,Apt091,apartamento,39,594.75,True,0,594.75,33048.31668725768,0.0
2020-01-01,Apt092,apartamento,39,548.34,False,16,400.7,33048.31668725768,0.0
2020-01-01,Apt093,apartamento,39,525.84,True,0,525.84,33048.31668725768,0.0
2020-01-01,Apt094,apartamento,39,512.6,True,0,512.6,33048.31668725768,0.0
2020-01-01,Apt095,apartamento,39,501.02,True,0,501.02,33048.31668725768,0.0
2020-01-01,Apt096,apartamento,39,515.32,True,0,515.32,33048.31668725768,0.0
2020-01-01,Apt097,apartamento,39,554.23,True,0,554.23,33048.31668725768,0.0
2020-01-01,Apt098,apartamento,39,570.29,False,43,529.71,33048.31668725768,0.0
2020-01-01,Apt099,apartamento,32,484.39,True,0,484.39,33048.31668725768,0.0
2020-01-01,Apt100,apartamento,39,534.62,True,0,534.62,33048.31668725768,0.0
2020-01-01,Apt101,apartamento,32,537.98,False,47,270.82,33048.31668725768,0.0
2020-01-01,Apt102,apartamento,39,491.08,True,0,491.08,33048.31668725768,0.0
2020-01-01,Apt103,apartamento,39,557.14,False,4,484.09,33048.31668725768,0.0
2020-01-01,Apt104,apartamento,39,591.7,True,0,591.7,33048.31668725768,0.0
2020-01-01,Apt105,apartamento,44,609.7,True,0,609.7,33048.31668725768,0.0
2020-01-01,Apt106,apartamento,39,592.08,True,0,592.08,33048.31668725768,0.0
2020-01-01,Apt107,apartamento,39,539.69,True,0,539.69,33048.31668725768,0.0
2020-01-01,Apt108,apartamento,39,573.23,True,0,573.23,33048.31668725768,0.0
2020-01-01,Apt109,apartamento,39,479.35,True,0,479.35,33048.31668725768,0.0
2020-01-01,Apt110,apartamento,39,485.5,True,0,485.5,33048.31668725768,0.0
2020-01-01,Apt111,apartamento,39,553.32,True,0,553.32,33048.31668725768,0.0
2020-01-01,Apt112,apartamento,39,506.76,True,0,506.76,33048.31668725768,0.0
2020-01-01,Apt113,apartamento,44,505.84,True,0,505.84,33048.31668725768,0.0
2020-01-01,Apt114,apartamento,39,557.74,True,0,557.74,33048.31668725768,0.0
2020-01-01,Apt115,apartamento,39,492.46,True,0,492.46,33048.31668725768,0.0
2020-01-01,Apt116,apartamento,44,561.54,True,0,561.54,33048.31668725768,0.0
2020-01-01,Apt117,apartamento,39,516.62,True,0,516.62,33048.31668725768,0.0
2020-01-01,Apt118,apartamento,39,495.12,True,0,495.12,33048.31668725768,0.0
2020-01-01,Apt119,apartamento,44,493.5,True,0,493.5,33048.31668725768,0.0
2020-01-01,Apt120,apartamento,39,548.38,True,0,548.38,33048.31668725768,0.0
2020-01-01,Apt121,apartamento,39,551.22,True,0,551.22,33048.31668725768,0.0
2020-01-01,Apt122,apartamento,44,537.42,True,0,537.42,33048.31668725768,0.0
2020-01-01,Apt123,apartamento,39,530.29,True,0,530.29,33048.31668725768,0.0
2020-01-01,Apt124,apartamento,39,562.71,True,0,562.71,33048.31668725768,0.0
2020-01-01,Apt125,apartamento,39,507.94,True,0,507.94,33048.31668725768,0.0
2020-01-01,Apt126,apartamento,39,544.14,True,0,544.14,33048.31668725768,0.0
2020-01-01,Apt127,apartamento,39,503.5,True,0,503.5,33048.31668725768,0.0
2020-01-01,Apt128,apartamento,44,533.66,True,0,533.66,33048.31668725768,0.0
2020-01-01,Apt129,apartamento,32,491.94,True,0,491.94,33048.31668725768,0.0
2020-01-01,Apt130,apartamento,39,567.89,False,13,412.38,33048.31668725768,0.0
2020-01-01,Apt131,apartamento,39,551.27,True,0,551.27,33048.31668725768,0.0
2020-01-01,Apt132,apartamento,39,518.05,True,0,518.05,33048.31668725768,0.0
2020-01-01,Apt133,apartamento,39,548.67,False,31,344.17,33048.31668725768,0.0
2020-01-01,Apt134,apartamento,39,485.46,True,0,485.46,33048.31668725768,0.0
2020-01-01,Apt135,apartamento,44,573.07,True,0,573.07,33048.31668725768,0.0
2020-01-01,Apt136,apartamento,39,548.18,True,0,548.18,33048.31668725768,0.0
2020-01-01,Apt137,apartamento,39,485.18,True,0,485.18,33048.31668725768,0.0
2020-01-01,Apt138,apartamento,39,503.25,True,0,503.25,33048.31668725768,0.0
2020-01-01,Apt139,apartamento,39,534.77,True,0,534.77,33048.31668725768,0.0
2020-01-01,Apt140,apartamento,55,601.15,True,0,601.15,33048.31668725768,0.0
2020-01-01,Apt141,apartamento,55,562.72,True,0,562.72,33048.31668725768,0.0
2020-01-01,Apt142,apartamento,39,549.65,True,0,549.65,33048.31668725768,0.0
2020-01-01,Apt143,apartamento,39,543.06,True,0,543.06,33048.31668725768,0.0
2020-01-01,Apt144,apartamento,39,481.76,True,0,481.76,33048.31668725768,0.0
2020-01-01,Apt145,apartamento,39,568.51,True,0,568.51,33048.31668725768,0.0
2020-01-01,Apt146,apartamento,32,525.39,True,0,525.39,33048.31668725768,0.0
2020-01-01,Apt147,apartamento,39,556.51,True,0,556.51,33048.31668725768,0.0
2020-01-01,Apt148,apartamento,39,521.29,True,0,521.29,33048.31668725768,0.0
2020-01-01,Apt149,apartamento,39,496.04,True,0,496.04,33048.31668725768,0.0
2020-01-01,Apt150,apartamento,39,576.56,False,50,508.64,33048.31668725768,0.0
2020-01-01,Apt151,apartamento,44,557.09,True,0,557.09,33048.31668725768,0.0
2020-01-01,Apt152,apartamento,39,504.1,True,0,504.1,33048.31668725768,0.0
2020-01-01,Apt153,apartamento,39,559.63,True,0,559.63,33048.31668725768,0.0
2020-01-01,Apt154,apartamento,39,592.22,True,0,592.22,33048.31668725768,0.0
2020-01-01,Apt155,apartamento,55,597.86,True,0,597.86,33048.31668725768,0.0
2020-01-01,Apt156,apartamento,39,581.53,True,0,581.53,33048.31668725768,0.0
2020-01-01,Apt157,apartamento,39,500.87,True,0,500.87,33048.31668725768,0.0
2020-01-01,Apt158,apartamento,39,514.95,True,0,514.95,33048.31668725768,0.0
2020-01-01,Apt159,apartamento,39,573.82,True,0,573.82,33048.31668725768,0.0
2020-01-01,Apt160,apartamento,39,585.36,True,0,585.36,33048.31668725768,0.0
2020-01-01,Apt161,apartamento,39,594.37,True,0,594.37,33048.31668725768,0.0
2020-01-01,Apt162,apartamento,39,513.66,True,0,513.66,33048.31668725768,0.0
2020-01-01,Apt163,apartamento,39,563.77,True,0,563.77,33048.31668725768,0.0
2020-01-01,Apt164,apartamento,39,486.65,True,0,486.65,33048.31668725768,0.0
2020-01-01,Apt165,apartamento,39,590.42,True,0,590.42,33048.31668725768,0.0
2020-01-01,Apt166,apartamento,39,504.3,True,0,504.3,33048.31668725768,0.0
2020-01-01,Apt167,apartamento,39,505.76,True,0,505.76,33048.31668725768,0.0
2020-01-01,Apt168,apartamento,39,584.66,True,0,584.66,33048.31668725768,0.0
2020-01-01,Apt169,apartamento,32,517.11,True,0,517.11,33048.31668725768,0.0
2020-01-01,Apt170,apartamento,39,510.34,True,0,510.34,33048.31668725768,0.0
2020-01-01,Apt171,apartamento,39,561.68,True,0,561.68,33048.31668725768,0.0
2020-01-01,Apt172,apartamento,32,507.44,True,0,507.44,33048.31668725768,0.0
2020-01-01,Apt173,apartamento,39,513.31,True,0,513.31,33048.31668725768,0.0
2020-01-01,Apt174,apartamento,39,499.92,True,0,499.92,33048.31668725768,0.0
2020-01-01,Apt175,apartamento,39,482.2,True,0,482.2,33048.31668725768,0.0
2020-01-01,Apt176,apartamento,39,554.31,True,0,554.31,33048.31668725768,0.0
2020-01-01,Apt177,apartamento,39,486.61,True,0,486.61,33048.31668725768,0.0
2020-01-01,Apt178,apartamento,39,544.64,True,0,544.64,33048.31668725768,0.0
2020-01-01,Apt179,apartamento,44,543.17,True,0,543.17,33048.31668725768,0.0
2020-01-01,Apt180,apartamento,39,479.08,True,0,479.08,33048.31668725768,0.0
2020-01-01,Apt181,apartamento,39,494.66,True,0,494.66,33048.31668725768,0.0
2020-01-01,Apt182,apartamento,39,590.21,True,0,590.21,33048.31668725768,0.0
2020-01-01,Apt183,apartamento,44,557.58,True,0,557.58,33048.31668725768,0.0
2020-01-01,Apt184,apartamento,44,494.26,True,0,494.26,33048.31668725768,0.0
2020-01-01,Apt185,apartamento,39,575.36,True,0,575.36,33048.31668725768,0.0
2020-01-01,Apt186,apartamento,39,521.64,True,0,521.64,33048.31668725768,0.0
2020-01-01,Apt187,apartamento,39,566.56,True,0,566.56,33048.31668725768,0.0
2020-01-01,Apt188,apartamento,39,491.7,True,0,491.7,33048.31668725768,0.0
2020-01-01,Apt189,apartamento,39,523.32,True,0,523.32,33048.31668725768,0.0
2020-01-01,Apt190,apartamento,39,534.01,True,0,534.01,33048.31668725768,0.0
2020-01-01,Apt191,apartamento,39,538.11,True,0,538.11,33048.31668725768,0.0
2020-01-01,Apt192,apartamento,44,546.1,True,0,546.1,33048.31668725768,0.0
2020-01-01,Apt193,apartamento,44,495.67,True,0,495.67,33048.31668725768,0.0
2020-01-01,Apt194,apartamento,39,521.36,True,0,521.36,33048.31668725768,0.0
2020-01-01,Apt195,apartamento,39,587.37,True,0,587.37,33048.31668725768,0.0
2020-01-01,Apt196,apartamento,39,511.62,True,0,511.62,33048.31668725768,0.0
2020-01-01,Apt197,apartamento,39,521.87,True,0,521.87,33048.31668725768,0.0
2020-01-01,Apt198,apartamento,44,519.31,True,0,519.31,33048.31668725768,0.0
2020-01-01,Apt199,apartamento,44,494.85,True,0,494.85,33048.31668725768,0.0
2020-01-01,Apt200,apartamento,39,502.37,True,0,502.37,33048.31668725768,0.0
2020-01-01,Apt201,apartamento,39,557.88,True,0,557.88,33048.31668725768,0.0
2020-01-01,Apt202,apartamento,39,561.76,True,0,561.76,33048.31668725768,0.0
2020-01-01,Apt203,apartamento,39,585.22,True,0,585.22,33048.31668725768,0.0
2020-01-01,Apt204,apartamento,44,510.11,True,0,510.11,33048.31668725768,0.0
2020-01-01,Apt205,apartamento,39,521.58,True,0,521.58,33048.31668725768,0.0
2020-01-01,Apt206,apartamento,32,483.82,True,0,483.82,33048.31668725768,0.0
2020-01-01,Apt207,apartamento,39,537.58,True,0,537.58,33048.31668725768,0.0
2020-01-01,Apt208,apartamento,39,523.86,True,0,523.86,33048.31668725768,0.0
2020-01-01,Apt209,apartamento,32,531.79,True,0,531.79,33048.31668725768,0.0
2020-01-01,Apt210,apartamento,39,506.68,True,0,506.68,33048.31668725768,0.0
2020-01-01,Apt211,apartamento,39,562.69,True,0,562.69,33048.31668725768,0.0
2020-01-01,Apt212,apartamento,39,546.8,True,0,546.8,33048.31668725768,0.0
2020-01-01,Apt213,apartamento,39,514.33,True,0,514.33,33048.31668725768,0.0
2020-01-01,Apt214,apartamento,39,587.2,True,0,587.2,33048.31668725768,0.0
2020-01-01,Apt215,apartamento,39,481.16,False,31,367.83,33048.31668725768,0.0
2020-01-01,Apt216,apartamento,39,495.37,False,34,394.35,33048.31668725768,0.0
2020-01-01,Apt217,apartamento,39,534.81,True,0,534.81,33048.31668725768,0.0
2020-01-01,Apt218,apartamento,39,559.75,True,0,559.75,33048.31668725768,0.0
2020-01-01,Apt219,apartamento,39,481.55,True,0,481.55,33048.31668725768,0.0
2020-01-01,Apt220,apartamento,39,552.29,True,0,552.29,33048.31668725768,0.0
2020-01-01,Apt221,apartamento,39,518.83,True,0,518.83,33048.31668725768,0.0
2020-01-01,Apt222,apartamento,39,494.24,True,0,494.24,33048.31668725768,0.0
2020-01-01,Apt223,apartamento,39,481.22,True,0,481.22,33048.31668725768,0.0
2020-01-01,Apt224,apartamento,39,491.58,True,0,491.58,33048.31668725768,0.0
2020-01-01,Apt225,apartamento,39,550.55,True,0,550.55,33048.31668725768,0.0
2020-01-01,Apt226,apartamento,39,511.77,True,0,511.77,33048.31668725768,0.0
2020-01-01,Apt227,apartamento,55,521.27,True,0,521.27,33048.31668725768,0.0
2020-01-01,Apt228,apartamento,39,482.58,True,0,482.58,33048.31668725768,0.0
2020-01-01,Apt229,apartamento,44,534.65,True,0,534.65,33048.31668725768,0.0
2020-01-01,Apt230,apartamento,39,509.4,False,26,267.58,33048.31668725768,0.0
2020-01-01,Apt231,apartamento,39,577.32,True,0,577.32,33048.31668725768,0.0
2020-01-01,Apt232,apartamento,39,559.92,True,0,559.92,33048.31668725768,0.0
2020-01-01,Apt233,apartamento,39,569.99,True,0,569.99,33048.31668725768,0.0
2020-01-01,Apt234,apartamento,39,566.7,True,0,566.7,33048.31668725768,0.0
2020-01-01,Apt235,apartamento,39,482.83,True,0,482.83,33048.31668725768,0.0
2020-01-01,Apt236,apartamento,39,529.96,True,0,529.96,33048.31668725768,0.0
2020-01-01,Apt237,apartamento,39,564.36,False,43,389.63,33048.31668725768,0.0
2020-01-01,Apt238,apartamento,32,474.0,True,0,474.0,33048.31668725768,0.0
2020-01-01,Apt239,apartamento,39,573.19,True,0,573.19,33048.31668725768,0.0
2020-01-01,Apt240,apartamento,39,501.34,True,0,501.34,33048.31668725768,0.0
2020-01-01,Apt241,apartamento,44,531.69,True,0,531.69,33048.31668725768,0.0
2020-01-01,Apt242,apartamento,55,646.62,True,0,646.62,33048.31668725768,0.0
2020-01-01,Apt243,apartamento,44,572.73,True,0,572.73,33048.31668725768,0.0
2020-01-01,Apt244,apartamento,39,518.42,True,0,518.42,33048.31668725768,0.0
2020-01-01,Apt245,apartamento,32,537.97,True,0,537.97,33048.31668725768,0.0
2020-01-01,Apt246,apartamento,44,535.62,True,0,535.62,33048.31668725768,0.0
2020-01-01,Apt247,apartamento,39,478.15,True,0,478.15,33048.31668725768,0.0
2020-01-01,Apt248,apartamento,55,612.84,True,0,612.84,33048.31668725768,0.0
2020-01-01,Apt249,apartamento,55,581.74,True,0,581.74,33048.31668725768,0.0
2020-01-01,Apt250,apartamento,44,554.51,True,0,554.51,33048.31668725768,0.0
2020-01-01,Apt251,apartamento,39,496.87,False,18,443.4,33048.31668725768,0.0
2020-01-01,Apt252,apartamento,39,543.18,True,0,543.18,33048.31668725768,0.0
2020-01-01,Apt253,apartamento,44,580.23,True,0,580.23,33048.31668725768,0.0
2020-01-01,Apt254,apartamento,39,528.88,True,0,528.88,33048.31668725768,0.0
2020-01-01,Apt255,apartamento,39,522.92,False,36,426.41,33048.31668725768,0.0
2020-01-01,Apt256,apartamento,39,536.12,True,0,536.12,33048.31668725768,0.0
2020-01-01,Apt257,apartamento,44,606.66,True,0,606.66,33048.31668725768,0.0
2020-01-01,Apt258,apartamento,39,489.49,True,0,489.49,33048.31668725768,0.0
2020-01-01,Apt259,apartamento,39,574.27,True,0,574.27,33048.31668725768,0.0
2020-01-01,Apt260,apartamento,39,553.07,True,0,553.07,33048.31668725768,0.0
2020-01-01,Apt261,apartamento,39,559.98,True,0,559.98,33048.31668725768,0.0
2020-01-01,Apt262,apartamento,55,635.74,True,0,635.74,33048.31668725768,0.0
2020-01-01,Apt263,apartamento,39,505.68,True,0,505.68,33048.31668725768,0.0
2020-01-01,Apt264,apartamento,39,514.8,True,0,514.8,33048.31668725768,0.0
2020-01-01,Apt265,apartamento,44,510.34,True,0,510.34,33048.31668725768,0.0
2020-01-01,Apt266,apartamento,39,480.3,True,0,480.3,33048.31668725768,0.0
2020-01-01,Apt267,apartamento,39,567.93,True,0,567.93,33048.31668725768,0.0
2020-01-01,Apt268,apartamento,39,573.99,True,0,573.99,33048.31668725768,0.0
2020-01-01,Apt269,apartamento,39,563.46,True,0,563.46,33048.31668725768,0.0
2020-01-01,Apt270,apartamento,39,484.5,True,0,484.5,33048.31668725768,0.0
2020-01-01,Apt271,apartamento,39,553.91,True,0,553.91,33048.31668725768,0.0
2020-01-01,Apt272,apartamento,39,550.08,True,0,550.08,33048.31668725768,0.0
2020-01-01,Apt273,apartamento,44,600.62,True,0,600.62,33048.31668725768,0.0
2020-01-01,Apt274,apartamento,44,594.6,True,0,594.6,33048.31668725768,0.0
2020-01-01,Apt275,apartamento,39,512.85,True,0,512.85,33048.31668725768,0.0
2020-01-01,Apt276,apartamento,39,498.65,True,0,498.65,33048.31668725768,0.0
2020-01-01,Apt277,apartamento,39,506.48,False,58,237.94,33048.31668725768,0.0
2020-01-01,Apt278,apartamento,39,500.59,True,0,500.59,33048.31668725768,0.0
2020-01-01,Apt279,apartamento,39,491.48,False,41,231.47,33048.31668725768,0.0
2020-01-01,Apt280,apartamento,39,571.73,True,0,571.73,33048.31668725768,0.0
2020-01-01,Apt281,apartamento,44,534.74,True,0,534.74,33048.31668725768,0.0
2020-01-01,Apt282,apartamento,39,495.34,True,0,495.34,33048.31668725768,0.0
2020-01-01,Apt283,apartamento,39,480.51,True,0,480.51,33048.31668725768,0.0
2020-01-01,Apt284,apartamento,39,561.06,False,46,427.12,33048.31668725768,0.0
2020-01-01,Apt285,apartamento,39,569.47,False,41,530.5,33048.31668725768,0.0
2020-01-01,Apt286,apartamento,32,549.31,True,0,549.31,33048.31668725768,0.0
2020-01-01,Apt287,apartamento,39,559.29,True,0,559.29,33048.31668725768,0.0
2020-01-01,Apt288,apartamento,39,492.11,True,0,492.11,33048.31668725768,0.0
2020-01-01,Apt289,apartamento,39,573.97,True,0,573.97,33048.31668725768,0.0
2020-01-01,Apt290,apartamento,39,549.89,True,0,549.89,33048.31668725768,0.0
2020-01-01,Apt291,apartamento,32,466.5,True,0,466.5,33048.31668725768,0.0
2020-01-01,Apt292,apartamento,32,504.38,True,0,504.38,33048.31668725768,0.0
2020-01-01,Apt293,apartamento,39,586.73,True,0,586.73,33048.31668725768,0.0
2020-01-01,Apt294,apartamento,39,538.71,True,0,538.71,33048.31668725768,0.0
2020-01-01,Apt295,apartamento,39,593.84,True,0,593.84,33048.31668725768,0.0
2020-01-01,Apt296,apartamento,39,529.34,False,2,499.87,33048.31668725768,0.0
2020-01-01,Apt297,apartamento,39,591.12,True,0,591.12,33048.31668725768,0.0
2020-01-01,Loja001,loja,50,1042.0,True,0,1042.0,33048.31668725768,0.0
2020-01-01,Loja002,loja,50,961.33,True,0,961.33,33048.31668725768,0.0
2020-01-01,Loja003,loja,60,1082.03,True,0,1082.03,33048.31668725768,0.0
2020-01-01,Loja004,loja,50,929.4,True,0,929.4,33048.31668725768,0.0
2020-01-01,Loja005,loja,60,950.46,True,0,950.46,33048.31668725768,0.0
2020-01-01,Loja006,loja,50,996.85,True,0,996.85,33048.31668725768,0.0
2020-01-01,Loja007,loja,40,916.23,True,0,916.23,33048.31668725768,0.0
2020-01-01,Loja008,loja,50,1016.96,True,0,1016.96,33048.31668725768,0.0
2020-01-01,Loja009,loja,60,1067.33,False,52,945.45,33048.31668725768,0.0
2020-01-01,Loja010,loja,30,900.94,True,0,900.94,33048.31668725768,0.0
2020-01-01,Loja011,loja,50,921.9,True,0,921.9,33048.31668725768,0.0
2020-01-01,Loja012,loja,30,873.73,True,0,873.73,33048.31668725768,0.0
2020-01-01,Loja013,loja,40,892.78,True,0,892.78,33048.31668725768,0.0
2020-01-01,Loja014,loja,20,873.14,False,42,387.47,33048.31668725768,0.0
2020-01-01,Loja015,loja,40,893.68,True,0,893.68,33048.31668725768,0.0
2020-01-01,Loja016,loja,50,1013.52,True,0,1013.52,33048.31668725768,0.0
2020-01-01,Loja017,loja,30,897.85,True,0,897.85,33048.31668725768,0.0
2020-01-01,Loja018,loja,30,905.49,True,0,905.49,33048.31668725768,0.0
2020-01-01,Loja019,loja,60,940.44,True,0,940.44,33048.31668725768,0.0
2020-01-01,Loja020,loja,30,931.43,True,0,931.43,33048.31668725768,0.0
2020-01-01,Loja021,loja,60,1053.21,True,0,1053.21,33048.31668725768,0.0
2020-01-01,Loja022,loja,20,842.67,True,0,842.67,33048.31668725768,0.0
2020-01-01,Loja023,loja,50,1033.39,True,0,1033.39,33048.31668725768,0.0
2020-01-01,Loja024,loja,60,964.75,False,55,662.49,33048.31668725768,0.0
2020-01-01,Loja025,loja,20,891.44,True,0,891.44,33048.31668725768,0.0
2020-01-01,Loja026,loja,30,932.97,True,0,932.97,33048.31668725768,0.0
